alive,alive_since,anonymity,average_timeout,first_seen,ip_data_as,ip_data_asname,ip_data_city,ip_data_continent,ip_data_continentCode,ip_data_country,ip_data_countryCode,ip_data_district,ip_data_hosting,ip_data_isp,ip_data_lat,ip_data_lon,ip_data_mobile,ip_data_org,ip_data_proxy,ip_data_regionName,ip_data_status,ip_data_timezone,ip_data_zip,ip_data_last_update,last_seen,port,protocol,proxy,ssl,timeout,times_alive,times_dead,uptime,ip
true,1739742184.5317,elite,1980.5640447213,1696983860.3329,"AS22773 Cox Communications Inc.",ASN-CXA-ALL-CCI-22773-RDC,Chicago,"North America",NA,"United States",US,,false,"Cox Communications Inc.",41.8781,-87.6298,false,"Cox Communications",true,Illinois,success,America/Chicago,60666,1739317215,1739742184.5317,4145,socks4,socks4://184.181.217.210:4145,true,762.44711875916,122703,262178,31.880763144972,184.181.217.210
true,1739742184.53,elite,10308.70209381,1720586310.5612,"AS19871 Network Solutions, LLC",NETWORK-SOLUTIONS-HOSTING,Jacksonville,"North America",NA,"United States",US,Deerwood,true,"Network Solutions, LLC",30.2493,-81.5268,false,"Network Solutions, LLC",true,Florida,success,America/New_York,32256,1739675870,1739742184.53,8443,socks4,socks4://205.178.137.169:8443,true,778.50222587585,253,46305,0.54340822200266,205.178.137.169
true,1739742184.5293,elite,9953.6293330622,1722499921.6756,"AS23969 TOT Public Company Limited",TOT-NET,"Khwaeng Thung Song Hong",Asia,AS,Thailand,TH,,false,"TOT Public Company Limited",13.8983,100.582,false,"TOT Public Company Limited",false,Bangkok,success,Asia/Bangkok,10210,1739317620,1739742184.5293,8080,socks4,socks4://118.174.171.95:8080,true,772.77517318726,233,48676,0.47639493753706,118.174.171.95
true,1739742184.5285,elite,10348.438097585,1721884718.2601,"AS4618 Internet Thailand Company Limited",INET-TH-AS,Bangkok,Asia,AS,Thailand,TH,,false,"Internet Thailand Company Ltd.",13.7994,100.5337,false,"INEXT Broadband Company Limited",false,Bangkok,success,Asia/Bangkok,10800,1739317385,1739742184.5285,8080,socks4,socks4://203.150.113.165:8080,true,789.29734230042,248,51347,0.48066673127241,203.150.113.165
true,1739742184.5262,elite,9934.2149334046,1718200947.2998,"AS63023 GTHost",AS-GLOBALTELEHOST,Miami,"North America",NA,"United States",US,,true,GTHost,25.7616,-80.1917,false,"Globaltelehost Corp",true,Florida,success,America/New_York,,1739317649,1739742184.5262,48782,socks4,socks4://38.91.107.229:48782,true,782.06753730774,412,72951,0.56159099273476,38.91.107.229
true,1739742061.2167,elite,2094.6223901378,1737846916.7007,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1739317554,1739742184.4875,9903,http,http://72.10.160.170:9903,false,593.73068809509,72,9163,0.7796426637791,72.10.160.170
true,1739721533.3377,elite,1767.6439137623,1738914365.8459,"AS4134 CHINANET-BACKBONE",CHINANET-BACKBONE,Xi'an,Asia,AS,China,CN,,false,Chinanet,34.2635,108.9246,false,"Chinanet SN",false,Shaanxi,success,Asia/Shanghai,,1739519182,1739742184.4861,8085,http,http://117.36.76.86:8085,false,873.52871894836,11869,292,97.598881670915,117.36.76.86
true,1739715751.7082,elite,822.58950816827,1710702532.1421,"AS135905 VIETNAM POSTS AND TELECOMMUNICATIONS GROUP",VNPT-AS-VN,Hanoi,Asia,AS,Vietnam,VN,,false,"VietNam Post and Telecom Corporation",21.0278,105.834,false,"Vietnam Posts and Telecommunications Group",true,Hanoi,success,Asia/Bangkok,,1739317408,1739742183.286,7777,http,http://123.30.154.171:7777,false,687.50667572021,355264,70665,83.409206698769,123.30.154.171
true,1739739033.7751,elite,2041.1261397904,1710633947.4062,"AS4134 CHINANET-BACKBONE",CHINANET-BACKBONE,Nanjing,Asia,AS,China,CN,,false,Chinanet,32.0607,118.763,false,,true,Jiangsu,success,Asia/Shanghai,210000,1739319870,1739742181.4038,1080,http,http://221.231.13.198:1080,false,859.1480255127,273068,176967,60.677058451009,221.231.13.198
true,1739742136.9155,elite,1717.2414871954,1739714189.3108,"AS4134 CHINANET-BACKBONE",CHINANET-BACKBONE,Shanghai,Asia,AS,China,CN,,false,Chinanet,31.2222,121.4581,false,"Chinanet SC",false,Shanghai,success,Asia/Shanghai,,1739714191,1739742181.2613,2324,http,http://118.113.244.246:2324,false,959.01370048523,31,365,7.8282828282828,118.113.244.246
true,1739742181.0179,elite,3916.7982516805,1697179477.2643,"AS136107 PT. Tujuh Ion Indonesia",IDNIC-7ION-AS-ID,Cikarang,Asia,AS,Indonesia,ID,,false,"PT. Tujuh Ion Indonesia",-6.24324,107.089,false,"PT. Tujuh Ion Indonesia",true,"West Java",success,Asia/Jakarta,,1739368317,1739742181.0179,4153,socks4,socks4://103.233.103.241:4153,true,1909.4309806824,10149,270590,3.6151015712103,103.233.103.241
true,1739741937.4398,elite,2786.8047961322,1733837450.2057,"AS4134 CHINANET-BACKBONE",CHINANET-BACKBONE,Langfang,Asia,AS,China,CN,,false,Chinanet,39.5208,116.7147,false,"Chinanet HE",false,Hebei,success,Asia/Shanghai,,1739317343,1739742180.9662,8089,http,http://27.189.129.108:8089,false,1291.7251586914,550,49726,1.0939613334394,27.189.129.108
true,1739742127.2556,anonymous,2575.7884741014,1730466072.8032,"AS4230 CLARO S.A.","CLARO S.A.","São Paulo","South America",SA,Brazil,BR,,false,"Claro S.A",-23.5558,-46.6396,false,"Telcabos - Telecomunicações e Informática",true,"São Paulo",success,America/Sao_Paulo,01000-000,1739538807,1739742180.6191,80,http,http://189.22.234.41:80,false,716.51291847229,66067,52979,55.497034759673,189.22.234.41
true,1739738987.335,elite,1298.9705154616,1739715007.0935,"AS4134 CHINANET-BACKBONE",CHINANET-BACKBONE,Shaoxing,Asia,AS,China,CN,"Yuecheng Qu",false,Chinanet,29.9983,120.583,false,,false,Zhejiang,success,Asia/Shanghai,312000,1739715008,1739742180.3098,8085,http,http://125.107.125.57:8085,false,1089.4370079041,367,29,92.676767676768,125.107.125.57
true,1739741565.4976,elite,1305.0986801164,1736016985.3613,"AS8075 Microsoft Corporation",MICROSOFT-CORP-MSN-AS-BLOCK,Amsterdam,Europe,EU,Netherlands,NL,,true,"Microsoft Corporation",52.3667,4.9,false,"Microsoft Azure Cloud (westeurope)",true,"North Holland",success,Europe/Amsterdam,1047,1739317423,1739742180.2726,3128,http,http://98.64.128.182:3128,false,1363.3658885956,26600,21220,55.625261396905,98.64.128.182
true,1739730802.2636,elite,318.40357843863,1722396711.3663,"AS19084 ColoUp",COLOUP,Buffalo,"North America",NA,"United States",US,,true,ColoUp,42.8864,-78.8781,false,ColoUp,true,"New York",success,America/New_York,14202,1739332927,1739742180.213,80,http,http://162.223.90.130:80,false,287.03618049622,248054,10309,96.009877575349,162.223.90.130
true,1738353563.0851,elite,348.63526772798,1736135406.2931,"AS19115 Charter Communications",CHARTER-19115-DC,Orlando,"North America",NA,"United States",US,,false,Spectrum,28.5384,-81.3789,false,"Road Runner",true,Florida,success,America/New_York,32802,1739317411,1739742179.7659,443,http,http://98.8.195.160:443,false,325.67882537842,48634,25,99.948622043199,98.8.195.160
true,1739742088.9647,elite,464.29679494109,1721898139.0597,"AS14061 DigitalOcean, LLC",DIGITALOCEAN-ASN,"Santa Clara","North America",NA,"United States",US,,true,"DigitalOcean, LLC",37.3931,-121.962,false,"DigitalOcean, LLC",true,California,success,America/Los_Angeles,95054,1739317319,1739742179.2251,80,http,http://165.232.129.150:80,false,369.92907524109,102022,151358,40.264424974347,165.232.129.150
true,1739741432.6122,elite,2260.9751224518,1739116379.7884,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1739152886,1739742179.1596,30267,http,http://67.43.227.226:30267,false,1542.83452034,23,3612,0.63273727647868,67.43.227.226
true,1739742178.9321,elite,2868.8156959858,1738806044.9913,"AS4134 CHINANET-BACKBONE",CHINANET-BACKBONE,Hefei,Asia,AS,China,CN,,false,Chinanet,31.8616,117.286,false,"Chinanet AH",false,Anhui,success,Asia/Shanghai,230000,1739414236,1739742178.9321,1080,http,http://223.242.211.179:1080,false,3607.3009967804,94,9903,0.94028208462539,223.242.211.179
true,1739742178.7593,transparent,3686.2397679576,1739692401.27,"AS61173 Green Web Samaneh Novin PJSC",GWSN-AS,Tehran,Asia,AS,Iran,IR,,true,"Green Web Samaneh Novin Co Ltd",35.6824,51.4158,false,Greenweb,false,Tehran,success,Asia/Tehran,,1739692945,1739742178.7593,8080,http,http://185.255.89.170:8080,false,1747.1148967743,54,662,7.5418994413408,185.255.89.170
true,1739742178.5869,elite,4475.0626872676,1738914170.8104,"AS4134 CHINANET-BACKBONE",CHINANET-BACKBONE,Zhangyelu,Asia,AS,China,CN,,false,Chinanet,36.0594,103.826,false,"Chinanet GS",false,Gansu,success,Asia/Shanghai,,1739519037,1739742178.5869,8765,http,http://118.180.21.78:8765,false,1021.9054222107,2580,9575,21.225832990539,118.180.21.78
true,1739742177.9624,elite,3863.9809482324,1712384529.2857,"AS11427 Charter Communications Inc",TWC-11427-TEXAS,Lenexa,"North America",NA,"United States",US,,false,Spectrum,38.9524,-94.7395,false,RRWE,true,Kansas,success,America/Chicago,66215,1739599941,1739742177.9624,39593,socks4,socks4://75.81.166.118:39593,true,7896.7642784119,8003,211697,3.642694583523,75.81.166.118
true,1739742177.2343,transparent,5647.2692594098,1736460625.4138,"AS142370 PT Master Star Network",IDNIC-MSN-AS-ID,Curahjati,Asia,AS,Indonesia,ID,,false,"PT Master Star Network",-8.54333,114.251,false,"PT Master Star Network",true,"East Java",success,Asia/Jakarta,,1739485183,1739742177.2343,6080,http,http://103.169.254.45:6080,false,523.00977706909,3058,40550,7.0124747752706,103.169.254.45
true,1739742176.9115,elite,2243.6787954136,1696986396.3134,"AS22773 Cox Communications Inc.",ASN-CXA-ALL-CCI-22773-RDC,Roanoke,"North America",NA,"United States",US,,false,"Cox Communications Inc.",37.2681,-79.9404,false,"Cox Communications Inc.",true,Virginia,success,America/New_York,24023,1739318936,1739742176.9115,15303,socks4,socks4://184.178.172.5:15303,true,777.26650238037,110135,231155,32.270210085265,184.178.172.5
true,1739742176.9101,elite,3891.2769413294,1697058354.6681,"AS327879 AJYWA TELECOM",AJYWA-TELECOM,Bukavu,Africa,AF,"Democratic Republic of the Congo",CD,,false,"Ajywa Telecom Network",-2.5123,28.848,false,"Ajywa Telecom",true,"South Kivu Province",success,Africa/Lubumbashi,,1739664236,1739742176.9101,4145,socks4,socks4://169.255.189.105:4145,true,776.06415748596,14640,223295,6.1529409292454,169.255.189.105
true,1739742176.8916,elite,3315.1164292787,1739033158.4411,"AS26496 GoDaddy.com, LLC",AS-26496-GO-DADDY-COM-LLC,Singapore,Asia,AS,Singapore,SG,"Central Water Catchment",true,"GoDaddy.com, LLC",1.35208,103.82,false,"GoDaddy.com, LLC",true,"North West",success,Asia/Singapore,858877,1739648231,1739742176.8916,34980,socks4,socks4://68.178.173.3:34980,true,1385.7486248016,1423,8900,13.78475249443,68.178.173.3
true,1739742176.7081,elite,2001.0975837708,1739565316.9424,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1739625506,1739742176.7081,31037,http,http://67.43.228.250:31037,false,462.735414505,10,1281,0.77459333849729,67.43.228.250
true,1739742124.0997,elite,3938.5450771181,1730482683.0566,"AS45899 VNPT Corp",VNPT-AS-VN,Hanoi,Asia,AS,Vietnam,VN,,false,"VietNam Post and Telecom Corporation",21.0184,105.8461,false,,true,Hanoi,success,Asia/Bangkok,100000,1739318945,1739742176.6259,8080,http,http://222.252.194.204:8080,false,2971.7438220978,12233,3412,78.191115372323,222.252.194.204
true,1739742176.484,elite,891.94885129853,1696983091.0548,"AS22773 Cox Communications Inc.",ASN-CXA-ALL-CCI-22773-RDC,Pensacola,"North America",NA,"United States",US,,false,"Cox Communications Inc.",30.4213,-87.2169,false,"Cox Communications Inc.",true,Florida,success,America/Chicago,32516,1739664457,1739742176.484,4145,socks4,socks4://174.64.199.79:4145,true,798.07806015015,137193,182895,42.861025717928,174.64.199.79
true,1739742144.0347,elite,1042.2820602527,1734633320.3902,"AS43350 NForce Entertainment B.V.",NFORCE,Amsterdam,Europe,EU,"The Netherlands",NL,,true,"RACK400 com netherlands Infrastructure",52.3109,4.9453,false,,true,"North Holland",success,Europe/Amsterdam,1101,1739472262,1739742175.9968,8080,http,http://141.11.103.136:8080,false,111.87267303467,39798,30407,56.688270066235,141.11.103.136
true,1739738966.8695,elite,917.32620128224,1738916580.3545,"AS55990 Huawei Cloud Service data center",HWCSNET,Shanghai,Asia,AS,China,CN,,true,"Huawei Cloud Service data center",31.2304,121.4737,false,"Huawei Cloud Service",false,Shanghai,success,Asia/Shanghai,,1739521422,1739742175.8151,9094,http,http://119.3.113.150:9094,false,749.61352348328,11915,213,98.243733509235,119.3.113.150
true,1739742046.681,elite,1307.4014208599,1739275367.4929,"AS140292 CHINATELECOM Jiangsu province Suzhou 5G network",CHINATELECOM-JIANGSU-SUZHOU-5G-NETWORK,Nanjing,Asia,AS,China,CN,,false,"China Telecom",32.0607,118.763,false,"Chinanet JS",false,Jiangsu,success,Asia/Shanghai,210000,1739276867,1739742175.6489,8089,http,http://121.227.180.171:8089,false,945.50538063049,329,5217,5.9322033898305,121.227.180.171
true,1739742175.1629,transparent,5999.1575924685,1725324345.9205,"AS52468 UFINET PANAMA S.A.","UFINET PANAMA S.A.",Quito,"South America",SA,Ecuador,EC,,false,"Ufinet Panama S.A.",-0.2309,-78.5211,false,"Negocios Y Telefonia Nedetel S.A",true,Pichincha,success,America/Guayaquil,,1739519031,1739742175.1629,999,http,http://164.163.134.226:999,false,2932.070016861,1845,24684,6.954653398168,164.163.134.226
true,1739742175.0754,transparent,5407.697831336,1738916933.6568,"AS37284 Aljeel Aljadeed For Technology",Aljeel-net,Tripoli,Africa,AF,Libya,LY,,false,"Aljeel Aljadeed For Technology",32.8908,13.1796,false,"Aljeel Aljadeed Technology",false,Tripoli,success,Africa/Tripoli,,1739524815,1739742175.0754,8080,http,http://165.16.97.245:8080,false,2909.3816280365,974,11113,8.0582443948043,165.16.97.245
true,1739742086.3345,elite,3186.3899764171,1723132072.0006,"AS8151 UNINET",UNINET,Coyoacán,"North America",NA,Mexico,MX,,false,"Uninet S.A. de C.V.",19.3406,-99.1521,false,UNINET,true,"Mexico City",success,America/Mexico_City,04330,1739317317,1739742174.537,9090,http,http://189.240.60.172:9090,false,3470.1073169708,13423,7213,65.046520643536,189.240.60.172
true,1739742174.5218,elite,9639.6932303905,1739188519.9629,"AS16625 Akamai Technologies, Inc.",AKAMAI-AS,Stockholm,Europe,EU,Sweden,SE,,false,"Akamai Technologies",59.3287,18.0717,false,,false,"Stockholm County",success,Europe/Stockholm,"100 04",1739193227,1739742174.5218,38891,socks4,socks4://2.16.174.169:38891,true,10778.797388077,8,2253,0.35382574082264,2.16.174.169
true,1739736572.6124,elite,303.68020870153,1739713292.7876,"AS30823 aurologic GmbH",AUROLOGIC,"Frankfurt am Main",Europe,EU,Germany,DE,,false,"aurologic GmbH",50.1103,8.7147,false,"aurologic GmbH",false,Hesse,success,Europe/Berlin,60314,1739713297,1739742174.474,3128,http,http://160.20.144.10:3128,false,34.503698348999,412,10,97.630331753555,160.20.144.10
true,1739742174.3616,anonymous,2676.1492455143,1730715678.2735,"AS4230 CLARO S.A.","CLARO S.A.","São Paulo","South America",SA,Brazil,BR,,false,"Claro S.A",-23.5558,-46.6396,false,"Telcabos - Telecomunicações e Informática",true,"São Paulo",success,America/Sao_Paulo,01000-000,1739317245,1739742174.3616,80,http,http://189.22.234.43:80,false,1741.4762973785,62072,53091,53.899255837378,189.22.234.43
true,1739742174.2895,elite,5566.2877715991,1732160278.8797,"AS9808 China Mobile Communications Group Co., Ltd.",CHINAMOBILE-CN,Guangzhou,Asia,AS,China,CN,,false,"China Mobile",23.1317,113.266,true,"China Mobile Communications Corporation",true,Guangdong,success,Asia/Shanghai,510000,1739418418,1739742174.2895,8000,http,http://36.159.89.121:8000,false,4640.2485370636,37843,65343,36.674548872909,36.159.89.121
true,1739701741.2898,elite,1076.5673255517,1738608133.3937,"AS24444 Shandong Mobile Communication Company Limited",CMNET-V4shandong-AS-AP,Jinan,Asia,AS,China,CN,,false,"China Mobile communications corporation",36.6683,116.9972,true,"China Mobile",false,Shandong,success,Asia/Shanghai,,1739213075,1739742173.9929,10219,http,http://111.34.79.216:10219,false,1035.9909534454,15131,16,99.89436852182,111.34.79.216
true,1739742054.5191,elite,3772.8080081048,1739712592.2971,"AS7552 Viettel Group",VIETEL-AS-AP,"Ninh Bình",Asia,AS,Vietnam,VN,,false,"Viettel Corporation",20.253,105.9749,false,VIETEL,false,"Ninh Bình Province",success,Asia/Bangkok,430000,1739712594,1739742173.985,10022,http,http://171.238.127.84:10022,false,2289.7770404816,107,324,24.825986078886,171.238.127.84
true,1739742173.1084,elite,9744.6766181022,1726842985.8866,"AS5410 Bouygues Telecom SA",BOUYGTEL-ISP,Troyes,Europe,EU,France,FR,,false,"Bouygues Telecom ISP",48.2985,4.0801,false,,false,"Grand Est",success,Europe/Paris,10000,1739317254,1739742173.1084,3128,socks4,socks4://89.80.150.234:3128,true,10882.871627808,161,33823,0.47375235404896,89.80.150.234
true,1739742172.7566,transparent,3952.5833030422,1735644877.9738,"AS40676 Psychz Networks",AS40676,Walnut,"North America",NA,"United States",US,,true,"Psychz Networks",34.0431,-117.851,false,"Psychz Networks",true,California,success,America/Los_Angeles,91789,1739317388,1739742172.7566,7878,http,http://208.87.243.199:7878,false,447.7436542511,29055,26962,51.868182873056,208.87.243.199
true,1739742172.698,elite,3449.311531769,1732004954.5554,"AS9808 China Mobile Communications Group Co., Ltd.",CHINAMOBILE-CN,Guangzhou,Asia,AS,China,CN,,false,"China Mobile",23.1317,113.266,true,"China Mobile Communications Corporation",true,Guangdong,success,Asia/Shanghai,510000,1739317419,1739742172.698,80,http,http://36.159.89.121:80,false,7209.0528011322,26540,78727,25.212079759089,36.159.89.121
true,1739740623.103,elite,1295.1268271623,1722427701.0943,"AS26496 GoDaddy.com, LLC",AS-26496-GO-DADDY-COM-LLC,Chiyoda,Asia,AS,Japan,JP,,true,"GoDaddy.com, LLC",35.694,139.754,false,"GoDaddy.com, LLC",true,Tokyo,success,Asia/Tokyo,100-0001,1739363716,1739742172.576,80,http,http://97.74.87.226:80,false,394.85263824463,175196,82527,67.978410929564,97.74.87.226
true,1739740234.7555,elite,312.00517150485,1696965918.3945,"AS209638 Parsian Technology Innovative Solution Co., PJS.",PTCO,Tehran,Asia,AS,Iran,IR,"District 7",false,"Parsian Technology Innovative Solution Co., PJS.",35.7176,51.4449,false,"Parsian Technology Innovative Solution Co., PJS",true,Tehran,success,Asia/Tehran,,1739318173,1739742172.2935,80,http,http://80.249.112.162:80,false,161.49640083313,362883,44835,89.003428840522,80.249.112.162
true,1739734216.1664,elite,1397.6922671387,1738236651.4387,"AS4134 CHINANET-BACKBONE",CHINANET-BACKBONE,Foshan,Asia,AS,China,CN,,false,Chinanet,23.0219,113.122,false,"Chinanet GD",true,Guangdong,success,Asia/Shanghai,528000,1739446345,1739742172.1375,9091,http,http://218.13.39.150:9091,false,780.49349784851,16852,958,94.620999438518,218.13.39.150
true,1739742172.0687,transparent,6392.2060847066,1738264067.4665,"AS7611 W NETWORK Inc,",WNETWORK-AS-AP,Pasay,Asia,AS,Philippines,PH,,false,"W Network Inc.",14.5173,121.002,false,"W Network Inc",true,"Metro Manila",success,Asia/Manila,1300,1739473827,1739742172.0687,59876,http,http://203.114.66.85:59876,false,2650.7813930511,1102,16230,6.3581813985691,203.114.66.85
true,1739742171.8044,elite,2956.6343888508,1697060015.3851,"AS16010 Magticom Ltd.",MagticomAS,Tbilisi,Asia,AS,Georgia,GE,,false,MAGTI-BROADBAND,41.6959,44.832,false,,true,Tbilisi,success,Asia/Tbilisi,,1739564247,1739742171.8044,2082,socks4,socks4://5.178.204.235:2082,true,3359.1861724854,16296,270486,5.6823650019876,5.178.204.235
true,1739742171.7799,transparent,4882.3161188761,1739715277.7794,"AS7713 PT Telekomunikasi Indonesia",telkomnet-as-ap,"Banda Aceh",Asia,AS,Indonesia,ID,,false,"PT. TELKOM INDONESIA",5.5418,95.3413,false,,false,Aceh,success,Asia/Jakarta,23111,1739715290,1739742171.7799,8080,http,http://180.254.153.196:8080,false,3063.1206035614,75,314,19.280205655527,180.254.153.196
true,1739742171.6548,elite,6178.1079432638,1715738376.2894,"AS8075 Microsoft Corporation",MICROSOFT-CORP-MSN-AS-BLOCK,Osaka,Asia,AS,Japan,JP,,true,"Microsoft Corporation",34.6939,135.5022,false,"Microsoft Azure Cloud (japanwest)",true,Ōsaka,success,Asia/Tokyo,540-0002,1739317244,1739742171.6548,8080,http,http://20.27.86.185:8080,false,1812.5185966492,112441,278681,28.748318938848,20.27.86.185
true,1739742171.6006,transparent,6197.8313500558,1710579421.6963,"AS141921 PT Jaringan Keluarga Bersama",IDNIC-ISEVEN-AS-ID,Sepatan,Asia,AS,Indonesia,ID,,false,"PT Jaringan Keluarga Bersama",-6.11889,106.575,false,"PT Jaringan Keluarga Bersama",true,"West Java",success,Asia/Jakarta,,1739317330,1739742171.6006,1111,http,http://103.165.155.163:1111,false,1455.274105072,33805,366723,8.440109056046,103.165.155.163
true,1739742171.5485,anonymous,5653.3043148104,1739425871.757,"AS138130 PT PHATRIA INTI PERSADA",PHATRIASULUNG-AS-ID,"Manggadua Selatan",Asia,AS,Indonesia,ID,,false,"PT PHATRIA INTI PERSADA",-6.2208,106.8403,false,,false,Jakarta,success,Asia/Jakarta,,1739427172,1739742171.5485,8080,http,http://103.133.27.46:8080,false,3614.620923996,484,4182,10.372910415774,103.133.27.46
true,1739742159.5333,elite,4773.6447499349,1739563399.1714,"AS140292 CHINATELECOM Jiangsu province Suzhou 5G network",CHINATELECOM-JIANGSU-SUZHOU-5G-NETWORK,Nanjing,Asia,AS,China,CN,,false,"China Telecom",32.0607,118.763,false,"Chinanet JS",false,Jiangsu,success,Asia/Shanghai,210000,1739563998,1739742171.2304,8089,http,http://117.81.238.101:8089,false,3261.3987922668,182,2404,7.0378963650425,117.81.238.101
true,1739742170.8167,transparent,6228.8098015739,1725133172.6249,"AS8053 IFX Networks Venezuela C.A.","IFX Networks Venezuela C.A.",Caracas,"South America",SA,Venezuela,VE,,false,"IFX Networks Venezuela C.A.",10.4873,-66.8738,false,"IFX Networks Venezuela C.A",true,"Distrito Federal",success,America/Caracas,,1739321443,1739742170.8167,999,http,http://190.94.213.109:999,false,3525.7000923157,7681,135498,5.3646135257265,190.94.213.109
true,1739742170.6491,elite,1400.7799966666,1696969334.511,"AS22773 Cox Communications Inc.",ASN-CXA-ALL-CCI-22773-RDC,Chicago,"North America",NA,"United States",US,,false,"Cox Communications Inc.",41.8781,-87.6298,false,"Cox Communications",true,Illinois,success,America/Chicago,60666,1739550513,1739742170.6491,4145,socks4,socks4://174.77.111.196:4145,true,780.39479255676,142491,205552,40.940630899056,174.77.111.196
true,1739742166.4242,elite,5525.4681417012,1720107625.27,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Manila,Asia,AS,Philippines,PH,,true,"Alibaba (US) Technology Co., Ltd.",14.5971,120.9798,false,"Alibaba.com Singapore E-Commerce Private Limited",true,"Metro Manila",success,Asia/Manila,1003,1739487180,1739742170.5775,3128,socks4,socks4://8.220.141.8:3128,true,3558.4807395935,2216,138886,1.5704951028334,8.220.141.8
true,1739742170.363,elite,3334.7940137309,1737561332.9358,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1739317309,1739742170.363,22373,http,http://72.10.160.170:22373,false,4587.8047943115,62,9310,0.66154502774221,72.10.160.170
true,1739742170.3165,transparent,7012.4055753875,1710545016.945,"AS133403 Origin Net",ORIGINNETPTYLTD-AS-AP,Cannonvale,Oceania,OC,Australia,AU,,false,NETPTYLTD,-20.2779,148.6889,false,,true,Queensland,success,Australia/Brisbane,4802,1739317441,1739742170.3165,8899,http,http://45.122.228.10:8899,false,5516.2210464478,31327,433396,6.7410048566565,45.122.228.10
true,1739742170.2961,elite,961.34315199611,1696995792.8692,"AS46562 Performive LLC",PERFORMIVE,"Los Angeles","North America",NA,"United States",US,,true,"Performive LLC",34.0549,-118.243,false,"Performive LLC",true,California,success,America/Los_Angeles,90009,1739317963,1739742170.2961,4145,socks4,socks4://142.54.228.193:4145,true,987.88905143738,135288,235043,36.531643313684,142.54.228.193
true,1739742119.96,elite,2709.1785669327,1739712642.245,"AS12389 PJSC Rostelecom",ROSTELECOM-AS,Barnaul,Europe,EU,Russia,RU,,false,ENTER-NETWORK,53.3597,83.758,false,"Enter, LLC",false,"Altai Krai",success,Asia/Barnaul,656000,1739712642,1739742170.2672,8081,http,http://188.133.201.43:8081,false,1343.6932563782,228,203,52.900232018561,188.133.201.43
true,1739742170.2663,transparent,6434.9415465522,1738916133.5783,"AS28368 SOBRALNET SERVICOS E TELECOMUNICACOES LTDA - ME","SOBRALNET SERVICOS E TELECOMUNICACOES LTDA - ME",Fortaleza,"South America",SA,Brazil,BR,,false,"Sobralnet Servicos E Telecomunicacoes Ltda - ME",-3.717,-38.5287,false,"Sobralnet Servicos E Telecomunicacoes Ltda - ME",false,Ceará,success,America/Fortaleza,60000,1739522509,1739742170.2663,8089,http,http://186.225.60.74:8089,false,1192.0936107635,1183,10933,9.7639484978541,186.225.60.74
true,1739742169.9371,transparent,5854.5095958356,1730984579.8037,"AS138089 PT.Global Media Data Prima",GMDP-AS-ID,"Kebumen Satu",Asia,AS,Indonesia,ID,,false,"Global Media Data Prima",-7.3614,110.2715,false,,true,"Central Java",success,Asia/Jakarta,54382,1739322322,1739742169.9371,8080,http,http://103.124.137.99:8080,false,3194.8893070221,7382,66459,9.9971560515161,103.124.137.99
true,1739738422.9886,elite,1559.7945197114,1710552745.1203,"AS55967 Beijing Baidu Netcom Science and Technology Co., Ltd.",Baidu,Singapore,Asia,AS,Singapore,SG,"Central Water Catchment",true,"Beijing Baidu Netcom Science and Technology Co., Ltd.",1.35208,103.82,false,"Beijing Baidu Netcom Science and Technology Co., Ltd.",false,"North West",success,Asia/Singapore,858877,1739317306,1739742169.9349,80,http,http://154.85.58.149:80,false,559.39674377441,246170,220467,52.754067937176,154.85.58.149
true,1739733378.2938,elite,1382.4254174763,1739514713.4594,"AS4837 CHINA UNICOM China169 Backbone",CHINA169-Backbone,Hangzhou,Asia,AS,China,CN,,false,"China Unicom Zhejiang Province Network",30.2742,120.155,false,,false,Zhejiang,success,Asia/Shanghai,310000,1739514716,1739742169.928,8085,http,http://101.66.199.171:8085,false,969.95997428894,1879,1507,55.493207324276,101.66.199.171
true,1739741952.584,transparent,1615.4604997906,1738162774.4077,"AS269806 PEREZ TITO JULIO CESAR(FASTNETT)","PEREZ TITO JULIO CESARFASTNETT",Quito,"South America",SA,Ecuador,EC,,false,"Perez Tito Julio Cesar",-0.2309,-78.5211,false,"Perez Tito Julio Cesar",true,Pichincha,success,America/Guayaquil,,1739372466,1739742169.8972,3128,http,http://45.186.6.104:3128,false,2793.6639785767,17899,999,94.713726320246,45.186.6.104
